0.067469485	-0.03188636	-0.004997715	-0.009514687	-0.029168904	-0.086805545	-0.026620481	-0.012203646	-0.045890983	-0.023519343	-0.06703876	-0.041081943	-0.020504555	0.053871274	-7.765452e-05	-0.048967715
-0.0015938003	-0.024366086	-0.039570723	0.023105748	-0.013359243	-0.08523099	0.0812319	0.02786925	-0.0645946	0.0073621115	-0.02323531	-0.08787805	0.032922216	0.050054673	-0.021042751	-0.06036003
0.095190115	-0.02186471	-0.06665461	-0.10359596	-0.16914576	-0.18930691	-0.050909515	-0.10394821	-0.15203394	0.067994915	0.050607275	-0.13800393	0.102130085	0.1365324	0.0981274	-0.12137658
0.367547	-0.13565192	0.3877583	0.4389918	0.40427458	0.45815617	-0.45841825	0.24801199	0.37391967	-0.4709984	-0.37011144	0.443872	-0.33053884	-0.44495335	-0.4094461	0.34466863
0.13682324	-0.019754216	0.00807615	0.05759702	0.015133814	0.0369095	-0.1985266	-0.12472077	0.03150164	-0.007907783	-0.053555153	0.0124386	0.07165333	-0.021325225	-0.06426261	0.04814854
0.12028554	0.12657034	-0.020405991	0.08828065	-0.02580879	-0.017398918	-0.11800368	-0.031383626	0.003923933	-0.031162372	-0.031092877	-0.023229355	-0.0044669136	0.004216452	-0.013489048	0.05995009
0.3861452	0.05486704	0.26770246	0.34909722	0.3342096	0.35593143	-0.4332276	0.1858578	0.3360598	-0.32492864	-0.29813772	0.37782925	-0.2512275	-0.30041528	-0.30593777	0.4094333
-0.010086429	0.080167025	-0.054025464	0.04500639	0.082777284	0.07164947	-0.012346412	0.044114772	0.021108095	0.013663158	-0.011870128	0.0020784417	-0.08882884	-0.077597044	0.005333861	0.025731754
0.3786602	-0.20082209	0.32829624	0.40396932	0.3610163	0.445174	-0.43168104	0.2920002	0.44896385	-0.4474643	-0.32999632	0.36179262	-0.3114341	-0.45304063	-0.37671474	0.35157868
0.060646042	0.1055405	-0.006102223	-0.046179343	0.018247895	-0.0036429309	-0.030881062	-0.08587701	-0.045762062	0.005410601	0.044194814	0.03191664	0.040550668	0.014187986	-0.004254362	0.06208764
0.3498502	-0.04281549	0.34701967	0.40967408	0.4151902	0.49171785	-0.32992104	0.35893562	0.46693802	-0.40415978	-0.27633074	0.48026058	-0.37262404	-0.36272633	-0.40551764	0.42688486
-0.08402367	-0.17839414	-0.011204688	-0.06512707	-0.057296358	-0.09396897	0.18333659	-0.07691438	-0.14610632	0.02694123	-0.05429383	-0.16829248	-0.026029112	0.11259377	0.06888832	-0.2359796
0.2116597	-0.5024547	0.45923144	0.34119868	0.40171495	0.2396567	-0.10730507	0.32856253	0.23121436	-0.36767176	-0.4719488	0.22493528	-0.4002027	-0.3072946	-0.4519852	0.04011419
-0.2408789	0.09472843	-0.29685828	-0.29573393	-0.26273444	-0.28670368	0.17876251	-0.19960915	-0.35285556	0.19502917	0.16931243	-0.31671265	0.26194432	0.30755728	0.2978066	-0.25280958
0.0792786	-0.055310808	0.057301372	-0.011474883	0.04937181	0.016450115	-0.0073887953	0.022068795	-0.02031478	-0.006704353	-0.08546945	0.041527655	0.029842032	0.00965401	-0.03443174	-0.036792602
0.19426164	0.070439346	0.013004213	0.0889802	0.02583899	0.03094328	-0.22273722	-0.026556017	0.039445248	-0.07988619	-0.047656853	0.059943255	0.00703321	-0.08169849	0.026385836	0.08439471
-0.045157924	-0.0676672	0.030590368	-0.005320495	0.04425013	-0.057437513	0.06801084	-0.017708536	0.0035829681	-0.0007448158	-0.09613161	0.024525834	-0.04455164	-0.0022311024	-0.01573706	-0.070063755
0.1338328	-0.010014125	0.1276878	0.2050912	0.09449456	0.18249525	-0.12969051	-0.018932145	0.18864432	-0.1517703	-0.04226713	0.20711805	-0.073921464	-0.16788061	-0.08261481	0.15232426
-0.12246089	0.08049089	-0.11520915	-0.15808219	-0.02980945	-0.03851058	0.20828982	0.030168219	-0.037510715	0.14190528	0.022083908	-0.11834625	0.04644372	0.08728697	0.080657735	-0.071685545
0.25517902	-0.0058681886	0.23099223	0.2039843	0.19503142	0.24553424	-0.39302206	0.10778125	0.23729211	-0.21509494	-0.16690674	0.2066888	-0.17519653	-0.24220406	-0.17403702	0.25704777
0.13130595	-0.081170775	0.119623065	0.08003557	0.11782469	0.061148226	-0.10027895	0.11058665	0.065187074	-0.11601569	-0.095012546	0.114098124	-0.091716334	-0.15481934	-0.124397196	0.10120707
-0.041119993	0.19797029	-0.07423006	-0.08432297	-0.022031467	-0.05088582	0.024294436	0.030420894	-0.027598742	0.082150884	0.026274934	-0.023775868	0.044811215	0.0379762	0.049311075	0.028708199
-0.014950622	0.09277056	-0.034745872	-0.07377137	-0.13179588	-0.13703607	0.08208149	-0.015112332	-0.045733523	0.041220684	0.087772	-0.11307858	0.056529548	0.087902114	0.05074028	-0.11318947
-0.0004612315	0.08998253	-0.12826985	-0.08656888	-0.05352837	-0.07534948	0.014580201	-0.033794172	-0.076852046	0.069459	0.09142671	0.02333442	0.08034219	-0.0033185207	0.07776761	-0.01250709
0.13380423	-0.40718856	0.24525817	0.10005283	0.07956139	-0.015807698	0.026293306	0.14302467	0.06314606	-0.09045366	-0.20530966	-0.026296854	-0.20304444	-0.027945258	-0.15309162	-0.08956952
0.4105199	-0.41188556	0.42588368	0.32911503	0.23209935	0.1968108	-0.35999018	0.2469673	0.1837813	-0.40317583	-0.46217003	0.23546176	-0.31756508	-0.34136248	-0.31782228	0.100527585
0.08117507	-0.020556465	0.040977098	0.03044356	-0.025660679	-0.02852241	-0.030552877	0.028516684	0.053222418	-0.01768488	-0.008335596	-0.03108737	-0.006626277	0.01711655	-0.048258085	0.057268143
-0.0012454779	0.38165304	-0.17733826	-0.0205169	-0.0072987387	-0.006834491	-0.027462741	0.01521297	0.015648626	0.059333865	0.103673905	0.024659181	0.07701723	0.045684006	0.06778709	0.09490377
-0.14782162	0.26331565	-0.19782239	-0.10904389	-0.08749584	-0.043790042	0.080229945	-0.09172223	-0.08989267	0.103246436	0.074761815	-0.09530402	0.0751784	0.053266615	0.1384921	0.013748097
0.28445452	-0.26321983	0.3350507	0.3658519	0.34574354	0.25121826	-0.29377693	0.23140743	0.3156143	-0.31117564	-0.32981172	0.2724397	-0.3293669	-0.30456817	-0.37510756	0.26841566
0.3750235	-0.38368323	0.4714331	0.3965847	0.377918	0.33854806	-0.35494244	0.28161344	0.36625084	-0.41902077	-0.4494875	0.33870876	-0.41392997	-0.33545586	-0.35437956	0.2250036
0.046011932	-0.31725854	0.24172314	0.1299936	0.14742249	0.014067438	0.13802525	0.11313466	0.08757081	-0.10314459	-0.26830825	-0.013582902	-0.18400371	-0.12627397	-0.18815956	-0.11665361
0.20134467	-0.12767585	0.15073246	0.17062123	0.13879223	0.23582974	-0.23414241	0.15126044	0.1943715	-0.14429867	-0.15466954	0.16280787	-0.13773596	-0.2337894	-0.20569165	0.20232487
